,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area
9829,Maize,2011,16584,1651.0,663.23,27.51,Kenya
9837,Maize,2012,12200,1651.0,770.21,27.28,Kenya
9845,Maize,2013,12500,1651.0,877.19,27.29,Kenya
9853,Maize,1990,15666,2387.0,289.9,27.07,Kenya
9857,Maize,1991,13555,2387.0,289.9,26.95,Kenya
9861,Maize,1992,12075,2387.0,289.9,27.13,Kenya
9865,Maize,1993,12069,2387.0,289.9,26.95,Kenya
9869,Maize,1994,11786,2387.0,289.9,27.12,Kenya
9873,Maize,1995,13177,2387.0,289.9,27.57,Kenya
9877,Maize,1996,11481,2387.0,289.9,27.11,Kenya
9881,Maize,1997,30385,2387.0,289.9,27.25,Kenya
9887,Maize,1998,15707,2387.0,289.9,27.71,Kenya
9893,Maize,1999,15005,2387.0,289.9,27.16,Kenya
9899,Maize,2000,12352,2387.0,289.9,27.05,Kenya
9905,Maize,2001,12644,2387.0,289.9,27.27,Kenya
9911,Maize,2002,14207,2387.0,289.9,27.17,Kenya
9917,Maize,2004,12500,2387.0,289.9,27.45,Kenya
9923,Maize,2005,12500,2387.0,270.78,27.71,Kenya
9929,Maize,2006,10000,2387.0,343.12,27.49,Kenya
9935,Maize,2007,17174,2387.0,246.5,27.3,Kenya
9941,Maize,2008,13333,2387.0,234.27,27.31,Kenya
9947,Maize,2009,13476,2387.0,264.47,27.67,Kenya
9953,Maize,2010,13773,2387.0,211.83,27.87,Kenya
9959,Maize,2011,13868,2387.0,400.76,27.43,Kenya
9965,Maize,2012,13854,2387.0,427.73,27.42,Kenya
9971,Maize,2013,13841,2387.0,358.72,27.3,Kenya
9977,Maize,1990,7951,1440.0,17.14,27.11,Kenya
9985,Maize,1991,8085,1440.0,18.86,27.01,Kenya
9993,Maize,1992,7948,1440.0,11.52,26.81,Kenya
10001,Maize,1993,8077,1440.0,6.96,26.78,Kenya
10009,Maize,1994,8014,1440.0,8.58,27.28,Kenya
10017,Maize,1995,8000,1440.0,12.32,27.3,Kenya
10025,Maize,1996,7940,1440.0,14.44,26.85,Kenya
10033,Maize,1997,7986,1440.0,16.35,27.74,Kenya
10041,Maize,1998,7900,1440.0,23.78,27.57,Kenya
10049,Maize,1999,8333,1440.0,26.32,27.01,Kenya
10057,Maize,2000,7500,1440.0,27.85,26.76,Kenya
10065,Maize,2001,6923,1440.0,27.85,27.21,Kenya
10073,Maize,2002,7475,1440.0,27.85,27.42,Kenya
10081,Maize,2004,7615,1440.0,27.85,27.37,Kenya
10089,Maize,2005,7802,1440.0,27.85,27.35,Kenya
10097,Maize,2006,7795,1440.0,27.85,27.41,Kenya
10105,Maize,2007,7803,1440.0,27.85,27.47,Kenya
10113,Maize,2008,7807,1440.0,27.85,27.08,Kenya
10121,Maize,2009,8013,1440.0,27.85,27.35,Kenya
10129,Maize,2010,8045,1440.0,27.85,27.19,Kenya
10137,Maize,2011,8103,1440.0,27.85,27.1,Kenya
10145,Maize,2012,8168,1440.0,27.85,27.2,Kenya
10153,Maize,2013,8545,1440.0,27.85,27.2,Kenya
10161,Maize,1990,15188,1976.0,9880.07,24.53,Kenya
10169,Maize,1991,13185,1976.0,6289.7,24.61,Kenya
10177,Maize,1992,12942,1976.0,9904.59,24.77,Kenya
10185,Maize,1993,13694,1976.0,6768.0,24.58,Kenya
10194,Maize,1994,13837,1976.0,3160.91,24.87,Kenya
10203,Maize,1995,16396,1976.0,7800.0,24.95,Kenya
10212,Maize,1996,16180,1976.0,6464.0,24.39,Kenya
10221,Maize,1997,15591,1976.0,6980.0,25.03,Kenya
10230,Maize,1998,10557,1976.0,3495.0,25.37,Kenya
10239,Maize,1999,12249,1976.0,2387.0,24.41,Kenya
10248,Maize,2000,14360,1976.0,4376.0,24.43,Kenya
10257,Maize,2001,14992,1976.0,1141.0,24.4,Kenya
10266,Maize,2002,13655,1976.0,1772.3,24.61,Kenya
10275,Maize,2004,13855,1976.0,3034.91,24.68,Kenya
10284,Maize,2005,15387,1976.0,3666.21,24.77,Kenya
10293,Maize,2006,15394,1976.0,4297.51,24.88,Kenya
10302,Maize,2007,16922,1976.0,5283.93,24.55,Kenya
10311,Maize,2008,16885,1976.0,5130.42,24.25,Kenya
10320,Maize,2009,17503,1976.0,4344.36,24.77,Kenya
10329,Maize,2010,16504,1976.0,5736.63,24.49,Kenya
10338,Maize,2011,16593,1976.0,6324.41,24.63,Kenya
10347,Maize,2012,15795,1976.0,7194.91,24.47,Kenya
10356,Maize,2013,16214,1976.0,7194.91,24.86,Kenya
10364,Maize,1990,41577,589.0,12756.0,10.96,Kenya
10370,Maize,1991,67100,589.0,8069.0,9.66,Kenya
10376,Maize,1992,36501,589.0,5777.0,11.01,Kenya
10382,Maize,1993,35000,589.0,10197.0,10.22,Kenya
10388,Maize,1994,38500,589.0,9574.0,11.58,Kenya
10394,Maize,1995,45295,589.0,7715.0,10.34,Kenya
10400,Maize,1996,56867,589.0,6946.0,9.44,Kenya
10406,Maize,1997,64480,589.0,4445.0,9.89,Kenya
10412,Maize,1998,60049,589.0,5280.0,10.35,Kenya
10418,Maize,1999,64130,589.0,4598.0,10.64,Kenya
10424,Maize,2000,41790,589.0,4151.0,11.69,Kenya
10430,Maize,2001,62456,589.0,5458.0,10.47,Kenya
10436,Maize,2002,50762,589.0,8231.5,11.43,Kenya
10442,Maize,2004,70012,589.0,9940.5,10.37,Kenya
10448,Maize,2005,75571,589.0,9676.0,10.05,Kenya
10454,Maize,2006,68165,589.0,11523.0,10.67,Kenya
10460,Maize,2007,37327,589.0,11178.0,11.82,Kenya
10466,Maize,2008,74653,589.0,12084.0,11.55,Kenya
10472,Maize,2009,63945,589.0,11144.0,11.48,Kenya
10478,Maize,2010,64745,589.0,10299.5,10.35,Kenya
10484,Maize,2011,64976,589.0,8473.26,10.92,Kenya
10490,Maize,2012,39979,589.0,8141.17,11.31,Kenya
10496,Maize,2013,54373,589.0,7744.5,12.44,Kenya
10524,Maize,1990,15178,1083.0,75000.0,25.58,Kenya
10525,Maize,1990,15178,1083.0,75000.0,26.88,Kenya
10526,Maize,1990,15178,1083.0,75000.0,25.79,Kenya
10527,Maize,1990,15178,1083.0,75000.0,24.1,Kenya
10528,Maize,1990,15178,1083.0,75000.0,25.25,Kenya
10529,Maize,1990,15178,1083.0,75000.0,25.44,Kenya
10530,Maize,1990,15178,1083.0,75000.0,25.54,Kenya
10531,Maize,1990,15178,1083.0,75000.0,26.36,Kenya
10532,Maize,1990,15178,1083.0,75000.0,26.91,Kenya
10533,Maize,1990,15178,1083.0,75000.0,25.16,Kenya
10534,Maize,1990,15178,1083.0,75000.0,25.77,Kenya
10535,Maize,1990,15178,1083.0,75000.0,25.12,Kenya
10536,Maize,1990,15178,1083.0,75000.0,24.1,Kenya
10537,Maize,1990,15178,1083.0,75000.0,25.68,Kenya
10538,Maize,1990,15178,1083.0,75000.0,25.54,Kenya
10539,Maize,1990,15178,1083.0,75000.0,25.44,Kenya
10540,Maize,1990,15178,1083.0,75000.0,24.78,Kenya
10541,Maize,1990,15178,1083.0,75000.0,26.59,Kenya
10542,Maize,1990,15178,1083.0,75000.0,24.37,Kenya
10543,Maize,1990,15178,1083.0,75000.0,26.63,Kenya
10544,Maize,1990,15178,1083.0,75000.0,26.63,Kenya
10545,Maize,1990,15178,1083.0,75000.0,25.64,Kenya
10700,Maize,1991,13763,1083.0,72133.0,25.85,Kenya
10701,Maize,1991,13763,1083.0,72133.0,26.9,Kenya
10702,Maize,1991,13763,1083.0,72133.0,25.96,Kenya
10703,Maize,1991,13763,1083.0,72133.0,23.77,Kenya
10704,Maize,1991,13763,1083.0,72133.0,25.49,Kenya
10705,Maize,1991,13763,1083.0,72133.0,25.82,Kenya
10706,Maize,1991,13763,1083.0,72133.0,25.74,Kenya
10707,Maize,1991,13763,1083.0,72133.0,26.54,Kenya
10708,Maize,1991,13763,1083.0,72133.0,27.35,Kenya
10709,Maize,1991,13763,1083.0,72133.0,25.4,Kenya
10710,Maize,1991,13763,1083.0,72133.0,25.99,Kenya
10711,Maize,1991,13763,1083.0,72133.0,25.32,Kenya
10712,Maize,1991,13763,1083.0,72133.0,23.77,Kenya
10713,Maize,1991,13763,1083.0,72133.0,26.2,Kenya
10714,Maize,1991,13763,1083.0,72133.0,25.74,Kenya
10715,Maize,1991,13763,1083.0,72133.0,25.55,Kenya
10716,Maize,1991,13763,1083.0,72133.0,25.06,Kenya
10717,Maize,1991,13763,1083.0,72133.0,26.34,Kenya
10718,Maize,1991,13763,1083.0,72133.0,24.62,Kenya
10719,Maize,1991,13763,1083.0,72133.0,26.7,Kenya
10720,Maize,1991,13763,1083.0,72133.0,26.7,Kenya
10721,Maize,1991,13763,1083.0,72133.0,25.74,Kenya
10876,Maize,1992,16758,1083.0,70791.0,25.69,Kenya
10877,Maize,1992,16758,1083.0,70791.0,26.82,Kenya
10878,Maize,1992,16758,1083.0,70791.0,26.09,Kenya
10879,Maize,1992,16758,1083.0,70791.0,23.79,Kenya
10880,Maize,1992,16758,1083.0,70791.0,25.16,Kenya
10881,Maize,1992,16758,1083.0,70791.0,25.91,Kenya
10882,Maize,1992,16758,1083.0,70791.0,25.52,Kenya
10883,Maize,1992,16758,1083.0,70791.0,26.41,Kenya
10884,Maize,1992,16758,1083.0,70791.0,27.24,Kenya
10885,Maize,1992,16758,1083.0,70791.0,25.41,Kenya
10886,Maize,1992,16758,1083.0,70791.0,25.73,Kenya
10887,Maize,1992,16758,1083.0,70791.0,25.27,Kenya
10888,Maize,1992,16758,1083.0,70791.0,23.79,Kenya
10889,Maize,1992,16758,1083.0,70791.0,26.32,Kenya
10890,Maize,1992,16758,1083.0,70791.0,25.52,Kenya
10891,Maize,1992,16758,1083.0,70791.0,25.58,Kenya
10892,Maize,1992,16758,1083.0,70791.0,25.14,Kenya
10893,Maize,1992,16758,1083.0,70791.0,26.37,Kenya
10894,Maize,1992,16758,1083.0,70791.0,24.62,Kenya
10895,Maize,1992,16758,1083.0,70791.0,26.78,Kenya
10896,Maize,1992,16758,1083.0,70791.0,26.78,Kenya
10897,Maize,1992,16758,1083.0,70791.0,25.89,Kenya
11052,Maize,1993,16015,1083.0,66388.0,25.88,Kenya
11053,Maize,1993,16015,1083.0,66388.0,27.46,Kenya
11054,Maize,1993,16015,1083.0,66388.0,26.1,Kenya
11055,Maize,1993,16015,1083.0,66388.0,24.34,Kenya
11056,Maize,1993,16015,1083.0,66388.0,25.22,Kenya
11057,Maize,1993,16015,1083.0,66388.0,25.75,Kenya
11058,Maize,1993,16015,1083.0,66388.0,25.92,Kenya
11059,Maize,1993,16015,1083.0,66388.0,26.34,Kenya
11060,Maize,1993,16015,1083.0,66388.0,27.24,Kenya
11061,Maize,1993,16015,1083.0,66388.0,25.5,Kenya
11062,Maize,1993,16015,1083.0,66388.0,26.32,Kenya
11063,Maize,1993,16015,1083.0,66388.0,25.27,Kenya
11064,Maize,1993,16015,1083.0,66388.0,24.34,Kenya
11065,Maize,1993,16015,1083.0,66388.0,26.07,Kenya
11066,Maize,1993,16015,1083.0,66388.0,25.92,Kenya
11067,Maize,1993,16015,1083.0,66388.0,25.66,Kenya
11068,Maize,1993,16015,1083.0,66388.0,25.06,Kenya
11069,Maize,1993,16015,1083.0,66388.0,27.07,Kenya
11070,Maize,1993,16015,1083.0,66388.0,24.74,Kenya
11071,Maize,1993,16015,1083.0,66388.0,27.04,Kenya
11072,Maize,1993,16015,1083.0,66388.0,27.04,Kenya
11073,Maize,1993,16015,1083.0,66388.0,25.97,Kenya
11228,Maize,1994,14480,1083.0,61357.0,25.75,Kenya
11229,Maize,1994,14480,1083.0,61357.0,26.74,Kenya
11230,Maize,1994,14480,1083.0,61357.0,26.03,Kenya
11231,Maize,1994,14480,1083.0,61357.0,24.29,Kenya
11232,Maize,1994,14480,1083.0,61357.0,25.22,Kenya
11233,Maize,1994,14480,1083.0,61357.0,25.33,Kenya
11234,Maize,1994,14480,1083.0,61357.0,25.87,Kenya
11235,Maize,1994,14480,1083.0,61357.0,26.54,Kenya
11236,Maize,1994,14480,1083.0,61357.0,27.07,Kenya
11237,Maize,1994,14480,1083.0,61357.0,25.01,Kenya
11238,Maize,1994,14480,1083.0,61357.0,25.92,Kenya
11239,Maize,1994,14480,1083.0,61357.0,25.33,Kenya
11240,Maize,1994,14480,1083.0,61357.0,24.29,Kenya
11241,Maize,1994,14480,1083.0,61357.0,25.75,Kenya
11242,Maize,1994,14480,1083.0,61357.0,25.87,Kenya
11243,Maize,1994,14480,1083.0,61357.0,25.71,Kenya
11244,Maize,1994,14480,1083.0,61357.0,24.84,Kenya
11245,Maize,1994,14480,1083.0,61357.0,26.46,Kenya
11246,Maize,1994,14480,1083.0,61357.0,24.71,Kenya
11247,Maize,1994,14480,1083.0,61357.0,26.55,Kenya
11248,Maize,1994,14480,1083.0,61357.0,26.55,Kenya
11249,Maize,1994,14480,1083.0,61357.0,25.95,Kenya
11404,Maize,1995,15946,1083.0,61257.0,25.86,Kenya
11405,Maize,1995,15946,1083.0,61257.0,27.2,Kenya
11406,Maize,1995,15946,1083.0,61257.0,26.15,Kenya
11407,Maize,1995,15946,1083.0,61257.0,24.04,Kenya
11408,Maize,1995,15946,1083.0,61257.0,25.44,Kenya
11409,Maize,1995,15946,1083.0,61257.0,25.73,Kenya
11410,Maize,1995,15946,1083.0,61257.0,25.92,Kenya
11411,Maize,1995,15946,1083.0,61257.0,26.62,Kenya
11412,Maize,1995,15946,1083.0,61257.0,27.24,Kenya
11413,Maize,1995,15946,1083.0,61257.0,25.5,Kenya
11414,Maize,1995,15946,1083.0,61257.0,26.13,Kenya
11415,Maize,1995,15946,1083.0,61257.0,25.55,Kenya
11416,Maize,1995,15946,1083.0,61257.0,24.04,Kenya
11417,Maize,1995,15946,1083.0,61257.0,26.04,Kenya
11418,Maize,1995,15946,1083.0,61257.0,25.92,Kenya
11419,Maize,1995,15946,1083.0,61257.0,25.76,Kenya
11420,Maize,1995,15946,1083.0,61257.0,25.24,Kenya
11421,Maize,1995,15946,1083.0,61257.0,26.72,Kenya
11422,Maize,1995,15946,1083.0,61257.0,24.64,Kenya
11423,Maize,1995,15946,1083.0,61257.0,27.03,Kenya
11424,Maize,1995,15946,1083.0,61257.0,27.03,Kenya
11425,Maize,1995,15946,1083.0,61257.0,26.01,Kenya
11580,Maize,1996,17094,1083.0,56114.0,25.63,Kenya
11581,Maize,1996,17094,1083.0,56114.0,27.06,Kenya
11582,Maize,1996,17094,1083.0,56114.0,26.1,Kenya
11583,Maize,1996,17094,1083.0,56114.0,23.81,Kenya
11584,Maize,1996,17094,1083.0,56114.0,25.41,Kenya
11585,Maize,1996,17094,1083.0,56114.0,25.9,Kenya
11586,Maize,1996,17094,1083.0,56114.0,25.55,Kenya
11587,Maize,1996,17094,1083.0,56114.0,26.65,Kenya
11588,Maize,1996,17094,1083.0,56114.0,27.37,Kenya
11589,Maize,1996,17094,1083.0,56114.0,25.55,Kenya
11590,Maize,1996,17094,1083.0,56114.0,25.79,Kenya
11591,Maize,1996,17094,1083.0,56114.0,25.31,Kenya
11592,Maize,1996,17094,1083.0,56114.0,23.81,Kenya
11593,Maize,1996,17094,1083.0,56114.0,26.46,Kenya
11594,Maize,1996,17094,1083.0,56114.0,25.55,Kenya
11595,Maize,1996,17094,1083.0,56114.0,25.75,Kenya
11596,Maize,1996,17094,1083.0,56114.0,25.34,Kenya
11597,Maize,1996,17094,1083.0,56114.0,26.64,Kenya
11598,Maize,1996,17094,1083.0,56114.0,24.78,Kenya
11599,Maize,1996,17094,1083.0,56114.0,27.01,Kenya
11600,Maize,1996,17094,1083.0,56114.0,27.01,Kenya
11601,Maize,1996,17094,1083.0,56114.0,25.99,Kenya
11756,Maize,1997,17111,1083.0,52279.0,24.92,Kenya
11757,Maize,1997,17111,1083.0,52279.0,26.45,Kenya
11758,Maize,1997,17111,1083.0,52279.0,25.58,Kenya
11759,Maize,1997,17111,1083.0,52279.0,23.26,Kenya
11760,Maize,1997,17111,1083.0,52279.0,25.68,Kenya
11761,Maize,1997,17111,1083.0,52279.0,25.09,Kenya
11762,Maize,1997,17111,1083.0,52279.0,24.71,Kenya
11763,Maize,1997,17111,1083.0,52279.0,26.19,Kenya
11764,Maize,1997,17111,1083.0,52279.0,27.47,Kenya
11765,Maize,1997,17111,1083.0,52279.0,24.77,Kenya
11766,Maize,1997,17111,1083.0,52279.0,24.83,Kenya
11767,Maize,1997,17111,1083.0,52279.0,24.71,Kenya
11768,Maize,1997,17111,1083.0,52279.0,23.26,Kenya
11769,Maize,1997,17111,1083.0,52279.0,25.75,Kenya
11770,Maize,1997,17111,1083.0,52279.0,24.71,Kenya
11771,Maize,1997,17111,1083.0,52279.0,25.46,Kenya
11772,Maize,1997,17111,1083.0,52279.0,25.21,Kenya
11773,Maize,1997,17111,1083.0,52279.0,26.38,Kenya
11774,Maize,1997,17111,1083.0,52279.0,24.55,Kenya
11775,Maize,1997,17111,1083.0,52279.0,26.53,Kenya
11776,Maize,1997,17111,1083.0,52279.0,26.53,Kenya
11777,Maize,1997,17111,1083.0,52279.0,25.58,Kenya
11932,Maize,1998,17969,1083.0,49157.0,25.91,Kenya
11933,Maize,1998,17969,1083.0,49157.0,27.48,Kenya
11934,Maize,1998,17969,1083.0,49157.0,26.35,Kenya
11935,Maize,1998,17969,1083.0,49157.0,24.34,Kenya
11936,Maize,1998,17969,1083.0,49157.0,26.01,Kenya
11937,Maize,1998,17969,1083.0,49157.0,26.12,Kenya
11938,Maize,1998,17969,1083.0,49157.0,25.77,Kenya
11939,Maize,1998,17969,1083.0,49157.0,26.69,Kenya
11940,Maize,1998,17969,1083.0,49157.0,27.87,Kenya
11941,Maize,1998,17969,1083.0,49157.0,25.87,Kenya
11942,Maize,1998,17969,1083.0,49157.0,26.27,Kenya
11943,Maize,1998,17969,1083.0,49157.0,25.46,Kenya
11944,Maize,1998,17969,1083.0,49157.0,24.34,Kenya
11945,Maize,1998,17969,1083.0,49157.0,26.4,Kenya
11946,Maize,1998,17969,1083.0,49157.0,25.77,Kenya
11947,Maize,1998,17969,1083.0,49157.0,25.87,Kenya
11948,Maize,1998,17969,1083.0,49157.0,25.55,Kenya
11949,Maize,1998,17969,1083.0,49157.0,27.09,Kenya
11950,Maize,1998,17969,1083.0,49157.0,24.84,Kenya
11951,Maize,1998,17969,1083.0,49157.0,27.32,Kenya
11952,Maize,1998,17969,1083.0,49157.0,27.32,Kenya
11953,Maize,1998,17969,1083.0,49157.0,26.12,Kenya
12108,Maize,1999,17922,1083.0,46195.0,26.12,Kenya
12109,Maize,1999,17922,1083.0,46195.0,27.21,Kenya
12110,Maize,1999,17922,1083.0,46195.0,26.4,Kenya
12111,Maize,1999,17922,1083.0,46195.0,24.9,Kenya
12112,Maize,1999,17922,1083.0,46195.0,25.29,Kenya
12113,Maize,1999,17922,1083.0,46195.0,25.74,Kenya
12114,Maize,1999,17922,1083.0,46195.0,26.36,Kenya
12115,Maize,1999,17922,1083.0,46195.0,26.86,Kenya
12116,Maize,1999,17922,1083.0,46195.0,27.24,Kenya
12117,Maize,1999,17922,1083.0,46195.0,25.5,Kenya
12118,Maize,1999,17922,1083.0,46195.0,26.42,Kenya
12119,Maize,1999,17922,1083.0,46195.0,25.78,Kenya
12120,Maize,1999,17922,1083.0,46195.0,24.9,Kenya
12121,Maize,1999,17922,1083.0,46195.0,26.06,Kenya
12122,Maize,1999,17922,1083.0,46195.0,26.36,Kenya
12123,Maize,1999,17922,1083.0,46195.0,25.97,Kenya
12124,Maize,1999,17922,1083.0,46195.0,25.1,Kenya
12125,Maize,1999,17922,1083.0,46195.0,26.85,Kenya
12126,Maize,1999,17922,1083.0,46195.0,24.93,Kenya
12127,Maize,1999,17922,1083.0,46195.0,26.96,Kenya
12128,Maize,1999,17922,1083.0,46195.0,26.96,Kenya
12129,Maize,1999,17922,1083.0,46195.0,26.21,Kenya
12284,Maize,2000,18216,1083.0,44957.52,25.98,Kenya
12285,Maize,2000,18216,1083.0,44957.52,27.44,Kenya
12286,Maize,2000,18216,1083.0,44957.52,26.13,Kenya
12287,Maize,2000,18216,1083.0,44957.52,24.57,Kenya
12288,Maize,2000,18216,1083.0,44957.52,25.34,Kenya
12289,Maize,2000,18216,1083.0,44957.52,25.93,Kenya
12290,Maize,2000,18216,1083.0,44957.52,26.05,Kenya
12291,Maize,2000,18216,1083.0,44957.52,26.49,Kenya
12292,Maize,2000,18216,1083.0,44957.52,27.23,Kenya
12293,Maize,2000,18216,1083.0,44957.52,25.62,Kenya
12294,Maize,2000,18216,1083.0,44957.52,26.43,Kenya
12295,Maize,2000,18216,1083.0,44957.52,25.35,Kenya
12296,Maize,2000,18216,1083.0,44957.52,24.57,Kenya
12297,Maize,2000,18216,1083.0,44957.52,26.18,Kenya
12298,Maize,2000,18216,1083.0,44957.52,26.05,Kenya
12299,Maize,2000,18216,1083.0,44957.52,25.58,Kenya
12300,Maize,2000,18216,1083.0,44957.52,25.11,Kenya
12301,Maize,2000,18216,1083.0,44957.52,27.08,Kenya
12302,Maize,2000,18216,1083.0,44957.52,24.69,Kenya
12303,Maize,2000,18216,1083.0,44957.52,27.03,Kenya
12304,Maize,2000,18216,1083.0,44957.52,27.03,Kenya
12305,Maize,2000,18216,1083.0,44957.52,25.93,Kenya
12460,Maize,2001,19996,1083.0,43720.04,25.76,Kenya
12461,Maize,2001,19996,1083.0,43720.04,27.2,Kenya
12462,Maize,2001,19996,1083.0,43720.04,26.02,Kenya
12463,Maize,2001,19996,1083.0,43720.04,24.5,Kenya
12464,Maize,2001,19996,1083.0,43720.04,25.53,Kenya
12465,Maize,2001,19996,1083.0,43720.04,25.95,Kenya
12466,Maize,2001,19996,1083.0,43720.04,25.86,Kenya
12467,Maize,2001,19996,1083.0,43720.04,26.52,Kenya
12468,Maize,2001,19996,1083.0,43720.04,27.56,Kenya
12469,Maize,2001,19996,1083.0,43720.04,25.59,Kenya
12470,Maize,2001,19996,1083.0,43720.04,26.02,Kenya
12471,Maize,2001,19996,1083.0,43720.04,25.33,Kenya
12472,Maize,2001,19996,1083.0,43720.04,24.5,Kenya
12473,Maize,2001,19996,1083.0,43720.04,26.32,Kenya
12474,Maize,2001,19996,1083.0,43720.04,25.86,Kenya
12475,Maize,2001,19996,1083.0,43720.04,25.82,Kenya
12476,Maize,2001,19996,1083.0,43720.04,25.34,Kenya
12477,Maize,2001,19996,1083.0,43720.04,26.91,Kenya
12478,Maize,2001,19996,1083.0,43720.04,24.76,Kenya
12479,Maize,2001,19996,1083.0,43720.04,26.9,Kenya
12480,Maize,2001,19996,1083.0,43720.04,26.9,Kenya
12481,Maize,2001,19996,1083.0,43720.04,25.92,Kenya
12636,Maize,2002,16807,1083.0,42482.56,26.66,Kenya
12637,Maize,2002,16807,1083.0,42482.56,27.72,Kenya
12638,Maize,2002,16807,1083.0,42482.56,26.79,Kenya
12639,Maize,2002,16807,1083.0,42482.56,24.91,Kenya
12640,Maize,2002,16807,1083.0,42482.56,25.76,Kenya
12641,Maize,2002,16807,1083.0,42482.56,26.55,Kenya
12642,Maize,2002,16807,1083.0,42482.56,26.63,Kenya
12643,Maize,2002,16807,1083.0,42482.56,26.7,Kenya
12644,Maize,2002,16807,1083.0,42482.56,27.67,Kenya
12645,Maize,2002,16807,1083.0,42482.56,26.15,Kenya
12646,Maize,2002,16807,1083.0,42482.56,27.03,Kenya
12647,Maize,2002,16807,1083.0,42482.56,26.12,Kenya
12648,Maize,2002,16807,1083.0,42482.56,24.91,Kenya
12649,Maize,2002,16807,1083.0,42482.56,26.75,Kenya
12650,Maize,2002,16807,1083.0,42482.56,26.63,Kenya
12651,Maize,2002,16807,1083.0,42482.56,26.06,Kenya
12652,Maize,2002,16807,1083.0,42482.56,25.58,Kenya
12653,Maize,2002,16807,1083.0,42482.56,27.15,Kenya
12654,Maize,2002,16807,1083.0,42482.56,25.07,Kenya
12655,Maize,2002,16807,1083.0,42482.56,27.35,Kenya
12656,Maize,2002,16807,1083.0,42482.56,27.35,Kenya
12657,Maize,2002,16807,1083.0,42482.56,26.49,Kenya
12812,Maize,2004,19073,1083.0,35113.0,26.11,Kenya
12813,Maize,2004,19073,1083.0,35113.0,27.63,Kenya
12814,Maize,2004,19073,1083.0,35113.0,26.25,Kenya
12815,Maize,2004,19073,1083.0,35113.0,24.85,Kenya
12816,Maize,2004,19073,1083.0,35113.0,25.25,Kenya
12817,Maize,2004,19073,1083.0,35113.0,26.22,Kenya
12818,Maize,2004,19073,1083.0,35113.0,26.24,Kenya
12819,Maize,2004,19073,1083.0,35113.0,26.63,Kenya
12820,Maize,2004,19073,1083.0,35113.0,27.23,Kenya
12821,Maize,2004,19073,1083.0,35113.0,25.98,Kenya
12822,Maize,2004,19073,1083.0,35113.0,26.64,Kenya
12823,Maize,2004,19073,1083.0,35113.0,25.59,Kenya
12824,Maize,2004,19073,1083.0,35113.0,24.85,Kenya
12825,Maize,2004,19073,1083.0,35113.0,26.41,Kenya
12826,Maize,2004,19073,1083.0,35113.0,26.24,Kenya
12827,Maize,2004,19073,1083.0,35113.0,25.69,Kenya
12828,Maize,2004,19073,1083.0,35113.0,25.32,Kenya
12829,Maize,2004,19073,1083.0,35113.0,27.16,Kenya
12830,Maize,2004,19073,1083.0,35113.0,24.69,Kenya
12831,Maize,2004,19073,1083.0,35113.0,27.29,Kenya
12832,Maize,2004,19073,1083.0,35113.0,27.29,Kenya
12833,Maize,2004,19073,1083.0,35113.0,25.95,Kenya
12988,Maize,2005,19385,1083.0,35342.0,25.85,Kenya
12989,Maize,2005,19385,1083.0,35342.0,26.83,Kenya
12990,Maize,2005,19385,1083.0,35342.0,26.28,Kenya
12991,Maize,2005,19385,1083.0,35342.0,24.12,Kenya
12992,Maize,2005,19385,1083.0,35342.0,25.48,Kenya
12993,Maize,2005,19385,1083.0,35342.0,25.82,Kenya
12994,Maize,2005,19385,1083.0,35342.0,25.72,Kenya
12995,Maize,2005,19385,1083.0,35342.0,26.73,Kenya
12996,Maize,2005,19385,1083.0,35342.0,27.49,Kenya
12997,Maize,2005,19385,1083.0,35342.0,25.4,Kenya
12998,Maize,2005,19385,1083.0,35342.0,25.77,Kenya
12999,Maize,2005,19385,1083.0,35342.0,25.62,Kenya
13000,Maize,2005,19385,1083.0,35342.0,24.12,Kenya
13001,Maize,2005,19385,1083.0,35342.0,26.23,Kenya
13002,Maize,2005,19385,1083.0,35342.0,25.72,Kenya
13003,Maize,2005,19385,1083.0,35342.0,26.11,Kenya
13004,Maize,2005,19385,1083.0,35342.0,25.09,Kenya
13005,Maize,2005,19385,1083.0,35342.0,26.51,Kenya
13006,Maize,2005,19385,1083.0,35342.0,25.07,Kenya
13007,Maize,2005,19385,1083.0,35342.0,26.72,Kenya
13008,Maize,2005,19385,1083.0,35342.0,26.72,Kenya
13009,Maize,2005,19385,1083.0,35342.0,26.3,Kenya
13164,Maize,2006,19125,1083.0,37423.0,26.34,Kenya
13165,Maize,2006,19125,1083.0,37423.0,27.28,Kenya
13166,Maize,2006,19125,1083.0,37423.0,26.39,Kenya
13167,Maize,2006,19125,1083.0,37423.0,24.72,Kenya
13168,Maize,2006,19125,1083.0,37423.0,25.42,Kenya
13169,Maize,2006,19125,1083.0,37423.0,26.04,Kenya
13170,Maize,2006,19125,1083.0,37423.0,26.37,Kenya
13171,Maize,2006,19125,1083.0,37423.0,26.99,Kenya
13172,Maize,2006,19125,1083.0,37423.0,27.47,Kenya
13173,Maize,2006,19125,1083.0,37423.0,25.78,Kenya
13174,Maize,2006,19125,1083.0,37423.0,26.43,Kenya
13175,Maize,2006,19125,1083.0,37423.0,25.85,Kenya
13176,Maize,2006,19125,1083.0,37423.0,24.72,Kenya
